App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,In-App Purchases,Ad Supported,Price_zscore,Price_MinMax,Price_Standard
VPN 3D,AUTO_AND_VEHICLES,4.1,2303.0,Varies with device,"50,000+",Free,0.0,Teen,Auto And Vehicles;Creativity,2023-08-18,Varies with device,12.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Strike,SHOPPING,4.7,2301.0,Varies with device,"50,000+",Free,0.0,Everyone,Shopping,2024-10-26,Varies with device,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,GAME,4.2,2292.0,635.8M,"50,000+",Free,0.0,Everyone,Game;Puzzle,2026-01-01,13.1.98,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet AI,VIRTUAL_REALITY,4.1,2292.0,291.7M,"50,000+",Free,0.0,Everyone,Virtual Reality,2024-02-25,10.1.87,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,FAMILY,4.1,2284.0,134.2M,"50,000+",Free,0.0,Everyone,Family,2024-10-22,6.5.67,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,FAMILY,3.8,2276.0,Varies with device,"50,000+",Free,0.0,Everyone 10+,Family;Creativity,2023-05-11,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit 2023,GAME,3.2,2274.0,Varies with device,"50,000+",Free,0.0,Everyone 10+,Game;Strategy,2025-05-15,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser,FAMILY,4.0,2273.0,98.0M,"50,000+",Free,0.0,Everyone,Family,2025-11-28,11.17.4,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,ENTERTAINMENT,4.4,2264.0,36.4M,"50,000+",Paid,0.99,Teen,Entertainment,2025-02-18,7.5.23,12.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Pay 2023,FAMILY,3.3,2253.0,Varies with device,"50,000+",Free,0.0,Everyone,Family,2022-08-22,Varies with device,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,FINANCE,3.2,2240.0,Varies with device,"50,000+",Free,0.0,Everyone,Finance,2025-10-01,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Health,PRODUCTIVITY,3.5,2240.0,146.0M,"50,000+",Free,0.0,Everyone,Productivity,2025-09-01,11.6.5,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Learn 2023,FINANCE,3.9,2237.0,8.9M,"50,000+",Free,0.0,Everyone,Finance,2026-02-26,11.16.37,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat Online,ARTIFICIAL_INTELLIGENCE,3.2,2236.0,117.7M,"50,000+",Free,0.0,Everyone 10+,Artificial Intelligence,2026-04-18,1.17.18,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Player,FAMILY,3.2,2235.0,133.3M,"50,000+",Free,0.0,Everyone,Family,2025-11-06,2.8.59,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,GAME,4.4,2231.0,977.8M,"50,000+",Free,0.0,Everyone,Game;Strategy,2025-07-12,3.10.79,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Craft Hub,SOCIAL,4.2,2226.0,42.0M,"50,000+",Free,0.0,Everyone,Social;Creativity,2025-01-06,5.1.93,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Health,SOCIAL,2.7,2226.0,61.7M,"50,000+",Free,0.0,Everyone,Social,2022-06-06,12.11.16,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Chat,BOOKS_AND_REFERENCE,3.8,2219.0,57.5M,"50,000+",Free,0.0,Everyone,Books And Reference,2025-10-29,5.6.71,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,LIFESTYLE,4.2,2218.0,79.8M,"50,000+",Free,0.0,Mature 17+,Lifestyle,2023-06-30,7.7.53,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Quick Drive,GAME,2.5,2213.0,976.6M,"50,000+",Free,0.0,Everyone,Game;Board,2025-07-11,2.10.77,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Editor Hub,WEB3_AND_CRYPTO,5.0,2210.0,27.3M,"50,000+",Free,0.0,Mature 17+,Web3 And Crypto,2026-06-07,3.1.54,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN App_9232,PRODUCTIVITY,3.5,2210.0,Varies with device,"50,000+",Free,0.0,Everyone,Productivity,2025-03-19,Varies with device,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Drive,ARTIFICIAL_INTELLIGENCE,5.0,2207.0,82.8M,"50,000+",Free,0.0,Teen,Artificial Intelligence,2025-10-20,15.16.9,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Maker Space,COMMUNICATION,3.5,2205.0,Varies with device,"50,000+",Free,0.0,Teen,Communication,2025-12-29,Varies with device,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Scanner,PERSONALIZATION,4.1,2197.0,35.2M,"50,000+",Paid,0.99,Everyone,Personalization;Creativity,2024-02-13,3.14.100,12.0 and up,No,No,0.18529030280934974,0.0024750618765469134,0.18529030280934974
Learn,SPORTS,2.8,2191.0,135.8M,"50,000+",Free,0.0,Everyone,Sports,2025-07-02,6.18.82,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Max,WEATHER,4.1,2179.0,Varies with device,"50,000+",Free,0.0,Everyone,Weather,2024-06-14,Varies with device,8.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,PERSONALIZATION,4.0,2157.0,137.2M,"50,000+",Free,0.0,Everyone,Personalization,2026-03-08,2.19.51,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite VPN,FOOD_AND_DRINK,4.3,2148.0,127.6M,"50,000+",Free,0.0,Everyone,Food And Drink,2024-04-12,3.15.89,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
My Strike,ART_AND_DESIGN,4.5,2140.0,96.4M,"50,000+",Paid,2.99,Everyone,Art And Design,2026-01-13,13.1.72,11.0 and up,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Easy Health Go,FAMILY,4.3,2130.0,60.5M,"50,000+",Free,0.0,Teen,Family,2025-09-18,1.13.95,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike AI,TOOLS,3.9,2120.0,45.8M,"50,000+",Free,0.0,Everyone,Tools,2026-01-16,8.2.51,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,TOOLS,3.8,2101.0,104.3M,"50,000+",Free,0.0,Teen,Tools,2025-10-03,12.6.22,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,FINANCE,3.5,2101.0,Varies with device,"50,000+",Free,0.0,Everyone,Finance,2023-07-19,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player 2024,PERSONALIZATION,4.1,2099.0,140.5M,"50,000+",Free,0.0,Everyone,Personalization;Creativity,2023-11-30,8.7.69,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft Go,ARTIFICIAL_INTELLIGENCE,4.3,2093.0,136.4M,"50,000+",Free,0.0,Everyone,Artificial Intelligence;Creativity,2026-03-02,14.17.25,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,SOCIAL,3.9,2092.0,113.0M,"50,000+",Free,0.0,Teen,Social,2026-06-30,10.10.99,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash Now,MEDICAL,4.1,2087.0,124.4M,"50,000+",Free,0.0,Everyone,Medical,2026-04-03,5.20.89,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser App,FAMILY,4.1,2083.0,134.7M,"50,000+",Free,0.0,Teen,Family,2026-01-15,7.8.59,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker Hub,TOOLS,4.6,2079.0,24.1M,"50,000+",Free,0.0,Teen,Tools;Creativity,2026-04-11,8.16.9,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Health,GAME,4.7,2077.0,Varies with device,"50,000+",Free,0.0,Mature 17+,Game;Board,2025-12-31,Varies with device,11.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Pro VPN Pro,PRODUCTIVITY,4.3,2072.0,119.2M,"50,000+",Free,0.0,Everyone,Productivity;Creativity,2026-01-09,9.16.87,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker Pro,PRODUCTIVITY,4.5,2065.0,45.2M,"50,000+",Free,0.0,Everyone,Productivity,2024-12-28,1.4.81,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health App,FAMILY,4.5,2062.0,43.4M,"50,000+",Free,0.0,Everyone,Family,2025-05-20,1.7.90,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Editor,FAMILY,4.4,2062.0,138.5M,"50,000+",Free,0.0,Everyone,Family,2025-04-06,8.1.92,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Space,TOOLS,4.0,2044.0,24.0M,"50,000+",Free,0.0,Everyone,Tools,2026-04-07,7.13.18,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Drive Hub 2024,BUSINESS,3.8,2030.0,65.4M,"50,000+",Free,0.0,Everyone 10+,Business,2026-06-30,13.5.15,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Health,FAMILY,4.2,2025.0,Varies with device,"50,000+",Free,0.0,Everyone,Family,2025-02-09,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Maker 2025,TOOLS,4.3,2017.0,51.7M,"50,000+",Free,0.0,Everyone,Tools,2026-01-31,13.5.84,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,FAMILY,4.3,2015.0,125.0M,"50,000+",Free,0.0,Everyone,Family;Creativity,2026-03-11,8.11.26,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Neo Editor,TOOLS,4.2,2014.0,145.4M,"50,000+",Free,0.0,Teen,Tools,2026-03-22,15.10.19,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Craft 3D 2026,GAME,4.7,2010.0,1538.4M,"50,000+",Free,0.0,Teen,Game;Card,2025-07-03,15.9.15,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Fit,FAMILY,4.4,2006.0,48.7M,"50,000+",Free,0.0,Everyone,Family,2024-01-17,1.7.4,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,GAME,3.8,2003.0,Varies with device,"50,000+",Free,0.0,Mature 17+,Game;Simulation,2025-04-30,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI Health Now,PRODUCTIVITY,4.1,2002.0,121.7M,"50,000+",Free,0.0,Teen,Productivity,2025-07-05,12.14.47,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet,PHOTOGRAPHY,3.7,1997.0,60.9M,"50,000+",Free,0.0,Mature 17+,Photography,2026-04-27,13.14.52,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit Now,EVENTS,3.2,1992.0,96.6M,"50,000+",Free,0.0,Everyone,Events;Creativity,2025-07-18,8.14.47,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,PRODUCTIVITY,3.6,1988.0,138.1M,"50,000+",Free,0.0,Everyone,Productivity,2026-03-01,10.5.87,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Planner 2023,GAME,3.4,1988.0,Varies with device,"50,000+",Free,0.0,Everyone,Game;Action,2025-01-05,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike Max,GAME,4.0,1978.0,Varies with device,"50,000+",Free,0.0,Everyone,Game;Card,2024-12-12,Varies with device,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Dash Hub,FAMILY,4.3,1970.0,6.4M,"50,000+",Free,0.0,Everyone,Family,2026-05-12,3.16.0,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Maker Plus,PHOTOGRAPHY,4.1,1969.0,259.7M,"50,000+",Free,0.0,Everyone,Photography;Creativity,2024-05-25,2.4.32,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,FINANCE,3.8,1968.0,38.7M,"50,000+",Free,0.0,Everyone,Finance;Creativity,2025-04-20,1.2.18,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pro Browser Plus,FAMILY,4.9,1960.0,108.8M,"50,000+",Free,0.0,Everyone,Family,2025-07-25,3.4.33,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,GAME,4.9,1947.0,Varies with device,"50,000+",Free,0.0,Everyone,Game;Casual,2026-05-22,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,MEDICAL,4.5,1947.0,94.6M,"50,000+",Free,0.0,Everyone 10+,Medical,2025-03-04,3.18.29,11.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,GAME,5.0,1946.0,1052.7M,"50,000+",Free,0.0,Everyone,Game;Puzzle,2026-05-25,4.2.58,6.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn,GAME,4.6,1944.0,935.5M,"50,000+",Free,0.0,Everyone,Game;RPG,2025-07-04,9.6.82,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI Fit,FAMILY,4.2,1944.0,44.1M,"50,000+",Free,0.0,Teen,Family,2025-02-12,6.11.49,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN AI,SHOPPING,4.5,1936.0,28.7M,"50,000+",Free,0.0,Everyone,Shopping,2025-01-13,14.17.58,10.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,BUSINESS,2.8,1934.0,Varies with device,"50,000+",Free,0.0,Everyone,Business,2024-09-19,Varies with device,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Connect Space,SPORTS,3.7,1929.0,100.8M,"50,000+",Free,0.0,Teen,Sports,2023-07-15,12.3.55,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,PERSONALIZATION,3.9,1928.0,83.9M,"50,000+",Free,0.0,Teen,Personalization,2026-03-31,2.8.77,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,FAMILY,3.5,1912.0,47.8M,"50,000+",Free,0.0,Everyone,Family;Creativity,2026-05-04,4.8.8,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash,PRODUCTIVITY,4.1,1912.0,Varies with device,"50,000+",Free,0.0,Everyone,Productivity,2024-06-18,Varies with device,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
AI Fit Pro,PHOTOGRAPHY,3.8,1904.0,259.5M,"50,000+",Free,0.0,Mature 17+,Photography,2025-12-01,8.9.74,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,FINANCE,4.3,1903.0,8.6M,"50,000+",Free,0.0,Everyone,Finance,2026-02-07,2.20.97,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor,GAME,4.2,1903.0,1579.0M,"50,000+",Free,0.0,Everyone,Game;Strategy,2025-01-01,1.10.16,6.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Fit,EDUCATION,3.8,1901.0,Varies with device,"50,000+",Free,0.0,Everyone,Education,2026-05-27,Varies with device,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Next Player 2025,GAME,4.8,1895.0,778.9M,"50,000+",Free,0.0,Everyone,Game;Shooter,2023-05-09,3.11.11,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Meta Maker Max,PARENTING,4.3,1891.0,103.6M,"50,000+",Free,0.0,Teen,Parenting;Creativity,2026-04-04,4.13.35,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health,ARTIFICIAL_INTELLIGENCE,4.8,1889.0,22.1M,"50,000+",Free,0.0,Everyone,Artificial Intelligence,2025-05-03,11.18.8,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Player,FINANCE,3.2,1887.0,97.3M,"50,000+",Free,0.0,Teen,Finance,2026-01-20,5.18.86,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat,ARTIFICIAL_INTELLIGENCE,4.2,1864.0,149.8M,"50,000+",Free,0.0,Everyone,Artificial Intelligence,2026-05-15,4.10.29,10.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Wallet,PERSONALIZATION,4.1,1864.0,76.2M,"50,000+",Free,0.0,Everyone,Personalization;Creativity,2026-05-17,1.16.37,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike,GAME,4.3,1863.0,1836.3M,"50,000+",Paid,1.99,Everyone 10+,Game;Casual,2025-05-29,12.12.49,11.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Wallet Pro,PARENTING,4.8,1859.0,18.0M,"50,000+",Free,0.0,Everyone,Parenting,2024-04-04,5.11.7,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive,PRODUCTIVITY,2.9,1850.0,Varies with device,"50,000+",Free,0.0,Everyone,Productivity,2025-01-10,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Hub,EDUCATION,3.9,1847.0,Varies with device,"50,000+",Free,0.0,Everyone,Education,2025-06-09,Varies with device,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Online,LIFESTYLE,4.1,1844.0,37.2M,"50,000+",Free,0.0,Everyone,Lifestyle;Creativity,2022-10-27,10.14.67,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Epic Drive,MAPS_AND_NAVIGATION,4.9,1830.0,32.3M,"50,000+",Free,0.0,Everyone,Maps And Navigation,2026-04-08,5.19.73,Varies with device,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Health,GAME,4.5,1821.0,1434.9M,"50,000+",Free,0.0,Adults only 18+,Game;Shooter,2024-10-08,2.5.59,9.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Craft,TOOLS,3.5,1816.0,Varies with device,"50,000+",Free,0.0,Everyone,Tools,2026-03-26,Varies with device,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Drive 2023,PERSONALIZATION,3.9,1815.0,22.2M,"50,000+",Free,0.0,Everyone,Personalization,2025-03-23,5.5.26,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Smart VPN,FAMILY,4.0,1810.0,107.3M,"50,000+",Free,0.0,Everyone,Family,2025-11-20,9.10.80,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Craft,SOCIAL,4.0,1800.0,87.9M,"50,000+",Free,0.0,Everyone 10+,Social,2025-02-22,13.5.20,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Quick Drive,PARENTING,4.3,1794.0,96.9M,"50,000+",Free,0.0,Everyone,Parenting,2026-05-28,10.8.75,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Lite Learn 3D,ARTIFICIAL_INTELLIGENCE,4.7,1790.0,41.5M,"50,000+",Free,0.0,Mature 17+,Artificial Intelligence,2023-12-14,3.11.53,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,GAME,4.4,1784.0,Varies with device,"50,000+",Free,0.0,Everyone,Game;Puzzle,2026-03-13,Varies with device,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Max,PRODUCTIVITY,4.6,1784.0,26.5M,"50,000+",Free,0.0,Everyone,Productivity,2024-02-18,14.2.5,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Maker,FAMILY,3.9,1773.0,110.7M,"50,000+",Free,0.0,Everyone,Family,2026-01-25,10.15.36,10.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Editor Plus,TOOLS,4.8,1765.0,143.0M,"50,000+",Paid,1.99,Everyone,Tools,2025-04-30,11.15.25,11.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Neo Browser,GAME,5.0,1763.0,Varies with device,"50,000+",Free,0.0,Everyone,Game;Simulation,2026-06-08,Varies with device,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health Hub,TOOLS,3.4,1760.0,7.9M,"50,000+",Paid,1.99,Everyone,Tools,2025-10-25,9.7.87,10.0 and up,No,No,0.42512184325093005,0.004975124378109453,0.42512184325093005
Planner,SOCIAL,4.4,1757.0,103.8M,"50,000+",Free,0.0,Everyone 10+,Social,2025-04-22,2.2.40,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Pay,GAME,5.0,1753.0,1362.2M,"50,000+",Free,0.0,Everyone,Game;Puzzle,2021-12-19,12.5.13,9.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Ultra Drive,TOOLS,5.0,1748.0,128.3M,"50,000+",Free,0.0,Everyone,Tools;Creativity,2026-02-10,3.8.48,8.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Easy Browser Pro,GAME,3.9,1745.0,649.5M,"50,000+",Free,0.0,Everyone 10+,Game;Puzzle,2025-11-22,5.15.85,Varies with device,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Strike Hub,MEDICAL,4.3,1744.0,105.2M,"50,000+",Free,0.0,Everyone,Medical;Creativity,2025-01-28,15.6.62,12.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Connect 3D,PRODUCTIVITY,4.1,1741.0,Varies with device,"50,000+",Free,0.0,Teen,Productivity;Creativity,2024-12-28,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker,SOCIAL,3.4,1739.0,37.0M,"50,000+",Free,0.0,Everyone,Social,2024-05-06,11.5.70,11.0 and up,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Lite Wallet Now 2024,GAME,3.3,1738.0,1531.9M,"50,000+",Free,0.0,Everyone,Game;Shooter,2024-03-16,1.9.73,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Hyper Player Online,SOCIAL,3.7,1738.0,101.6M,"50,000+",Free,0.0,Everyone,Social;Creativity,2026-03-26,11.19.65,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Crypto Planner,ARTIFICIAL_INTELLIGENCE,5.0,1732.0,40.2M,"50,000+",Free,0.0,Teen,Artificial Intelligence,2025-10-30,3.8.65,5.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Dash App,FAMILY,3.4,1725.0,100.7M,"50,000+",Free,0.0,Teen,Family;Creativity,2026-04-24,4.16.14,12.0 and up,No,No,-0.052142922227814796,0.0,-0.052142922227814796
Wallet Online,FINANCE,4.5,1723.0,53.2M,"50,000+",Free,0.0,Everyone 10+,Finance,2025-07-18,3.18.92,Varies with device,Yes,No,-0.052142922227814796,0.0,-0.052142922227814796
Craft App,GAME,3.6,1719.0,988.3M,"50,000+",Free,0.0,Everyone 10+,Game;Card,2025-08-22,11.9.20,Varies with device,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner,FAMILY,3.5,1716.0,149.6M,"50,000+",Paid,9.99,Mature 17+,Family;Creativity,2025-10-05,7.7.98,10.0 and up,No,No,2.3437741667835725,0.024975624390609765,2.3437741667835725
Meta VPN,SOCIAL,4.5,1701.0,119.1M,"50,000+",Free,0.0,Everyone,Social,2025-05-15,7.19.34,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Smart Drive AI,SOCIAL,3.6,1699.0,72.7M,"50,000+",Free,0.0,Teen,Social;Creativity,2023-09-27,9.19.30,8.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Pay,EVENTS,3.0,1695.0,93.0M,"50,000+",Paid,2.99,Teen,Events,2025-04-30,4.13.7,Varies with device,No,No,0.6649533836925104,0.0074751868796719915,0.6649533836925104
Planner,GAME,4.5,1686.0,331.9M,"50,000+",Free,0.0,Everyone,Game;Casual,2024-09-12,11.18.100,10.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Chat 2023,ENTERTAINMENT,4.1,1683.0,92.7M,"50,000+",Free,0.0,Everyone,Entertainment,2025-01-09,14.1.76,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Tracker AI,EVENTS,4.0,1681.0,26.8M,"50,000+",Free,0.0,Everyone,Events;Creativity,2024-10-27,8.14.19,12.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Connect App,GAME,3.5,1670.0,432.0M,"50,000+",Free,0.0,Everyone 10+,Game;Action,2024-05-14,4.16.21,7.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Learn AI,GAME,2.7,1664.0,Varies with device,"50,000+",Free,0.0,Everyone 10+,Game;Shooter,2026-05-23,Varies with device,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
VPN,FAMILY,4.7,1661.0,67.1M,"50,000+",Free,0.0,Everyone,Family,2024-12-31,5.13.75,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Health Pro,FINANCE,3.5,1660.0,9.4M,"50,000+",Paid,4.99,Everyone,Finance,2026-05-23,9.2.1,5.0 and up,No,No,1.1446164645756711,0.01247531188279707,1.1446164645756711
Player,GAME,4.1,1657.0,Varies with device,"50,000+",Free,0.0,Everyone 10+,Game;Action,2025-10-25,Varies with device,11.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Planner Max,FAMILY,3.8,1639.0,Varies with device,"50,000+",Free,0.0,Everyone,Family,2023-03-14,Varies with device,9.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Browser Space,FAMILY,4.5,1632.0,93.2M,"50,000+",Free,0.0,Everyone 10+,Family,2026-04-09,10.13.41,12.0 and up,No,Yes,-0.052142922227814796,0.0,-0.052142922227814796
Drive Plus,FAMILY,5.0,1629.0,101.3M,"50,000+",Free,0.0,Teen,Family,2025-04-23,7.5.17,9.0 and up,Yes,Yes,-0.052142922227814796,0.0,-0.052142922227814796
